Date,Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Ground,Fatalities (air),Aboard,Survivors,Continent
1969-04-15,1969,Qtr 2,April,15,South Africa,Lockheed,Lockheed EC 121M135749,0,31,31,0,Africa
1987-04-23,1987,Qtr 2,April,23,South Africa,Swearingen,Swearingen SA 26TC Metro IIN505LB,0,2,2,0,Africa
1946-04-01,1946,Qtr 2,April,1,United Kingdom,De Havilland,de Hvilland 89A Dragon RapideG AERZ,0,6,6,0,Europe
1990-04-12,1990,Qtr 2,April,12,Norway,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,5,5,0,Europe
1944-04-21,1944,Qtr 2,April,21,Norway,McDonnell Douglas,Douglas DC 3D,0,9,20,11,Europe
1963-04-14,1963,Qtr 2,April,14,Norway,Vickers,Vickers Viscount 759DTF ISU,0,12,12,0,Europe
2016-04-29,2016,Qtr 2,April,29,Lesotho,Eurocopter,Eurocopter EC225LP Super Puma M2+ 	LN OJF,0,13,13,0,Africa
1921-04-21,1921,Qtr 2,April,21,Malta,De Havilland,De Havilland DH 4160,0,1,1,0,Europe
1921-04-29,1921,Qtr 2,April,29,United States,De Havilland,De Havilland DH 4196,0,1,1,0,North America
1964-04-18,1964,Qtr 2,April,18,United States,Fairchild,Fairchild C 119G / Fairchild C,0,17,19,2,North America
1981-04-07,1981,Qtr 2,April,7,United States,Gates Learjet,Learjet 23N400PG,0,1,2,1,North America
1966-04-22,1966,Qtr 2,April,22,United States,Lockheed,Lockheed 188C ElectraN183H,0,83,98,15,North America
1990-04-30,1990,Qtr 2,April,30,Myanmar,Beechcraft,Beechcraft C99C FGAW,0,1,4,3,Asia
2012-04-20,2012,Qtr 2,April,20,Pakistan,Boeing,Boeing 737 236AP,0,127,127,0,Asia
1990-04-18,1990,Qtr 2,April,18,Panama,De Havilland,de Havilland Canada DHC 6 Twin Otter 200N187AS,0,20,22,2,North America
2000-04-29,2000,Qtr 2,April,29,Papua New Guinea,Britten-Norman,Britten-Norman,0,4,4,0,Oceania
2016-04-13,2016,Qtr 2,April,13,Papua New Guinea,Britten-Norman,Britten  Norman IslanderP2,0,12,12,0,Oceania
1992-04-16,1992,Qtr 2,April,16,Papua New Guinea,Embraer,Embraer 110P1 BandeiranteP2 RDS,0,11,15,4,Oceania
2018-04-17,2018,Qtr 2,April,17,United States,Boeing,Boeing 737 7H4N722SW,0,1,149,148,North America
1936-04-07,1936,Qtr 2,April,7,United States,McDonnell Douglas,Douglas DC-2,0,12,14,2,North America
1956-04-01,1956,Qtr 2,April,1,United States,Lockheed,Martin 404N40403,0,22,36,14,North America
1991-04-04,1991,Qtr 2,April,4,United States,Piper,Piper Aerostar 601 / Bell 412SPN3645D / N78S,2,5,5,0,North America
1972-04-20,1972,Qtr 2,April,20,Peru,McDonnell Douglas,Douglas C 47DOB,0,6,6,0,South America
2005-04-28,2005,Qtr 2,April,28,Peru,Let,Let 410UVPEP 830,0,13,13,0,South America
1967-04-02,1967,Qtr 2,April,2,Peru,Lockheed,Lockheed 18 LodestarN706G,0,5,5,0,South America
1966-04-27,1966,Qtr 2,April,27,Peru,Lockheed,Lockheed 749A ConstellationOB R,0,49,49,0,South America
2010-04-21,2010,Qtr 2,April,21,Philippines,Antonov,Antonov An 12BPUP,0,3,6,3,Asia
2000-04-19,2000,Qtr 2,April,19,Philippines,Boeing,Boeing 737,0,131,131,0,Asia
1971-04-15,1971,Qtr 2,April,15,Philippines,McDonnell Douglas,Douglas C 47A293246,0,39,40,1,Asia
1990-04-26,1990,Qtr 2,April,26,Philippines,McDonnell Douglas,Douglas DC-3,0,7,24,17,Asia
1967-04-27,1967,Qtr 2,April,27,Philippines,Fokker,Fokker F 27 Friendship 400PK,0,19,21,2,Asia
1970-04-21,1970,Qtr 2,April,21,Philippines,Hawker Siddeley,Hawker Siddeley HS 748,0,36,36,0,Asia
1969-04-02,1969,Qtr 2,April,2,Poland,Antonov,Antonov AN 24VSP,0,53,53,0,Europe
1952-04-11,1952,Qtr 2,April,11,Puerto Rico,McDonnell Douglas,Douglas DC 4N88899,0,52,69,17,North America
1969-04-07,1969,Qtr 2,April,7,Canada,Vickers,Vickers 757 ViscountCF THK,0,1,21,20,North America
1980-04-14,1980,Qtr 2,April,14,Russia,Antonov,Antonov An-24,0,2,53,51,Europe
1970-04-01,1970,Qtr 2,April,1,Russia,Antonov,Antonov AN 24VCCCP,0,45,45,0,Europe
1981-04-28,1981,Qtr 2,April,28,Russia,Antonov,Antonov An 2TP	 CCCP,0,12,12,0,Europe
2012-04-02,2012,Qtr 2,April,2,Russia,ATR,ATR 72 201VP,0,33,43,10,Europe
1978-04-20,1978,Qtr 2,April,20,Russia,Boeing,Boeing 707,0,2,109,107,Europe
1963-04-04,1963,Qtr 2,April,4,Russia,Ilyushin,Ilyushin IL 18	 CCCP,0,67,67,0,Europe
1996-04-05,1996,Qtr 2,April,5,Russia,Ilyushin,Ilyushin IL 76TDRA,0,20,20,0,Europe
1992-04-04,1992,Qtr 2,April,4,Russia,Let,Let 410UVPCCCP 67130,0,1,12,11,Europe
1949-04-29,1949,Qtr 2,April,29,Russia,Lisunov,Lisunov Li 2SSSR,0,14,24,10,Europe
2002-04-28,2002,Qtr 2,April,28,Russia,Mil,Mil Mi-8,0,8,20,12,Europe
2010-04-10,2010,Qtr 2,April,10,Russia,Mil,Mi  8?,0,10,18,8,Europe
2010-04-10,2010,Qtr 2,April,10,Russia,Tupolev,Tupolev 154M101,0,96,96,0,Europe
1983-04-19,1983,Qtr 2,April,19,Russia,Yakovlev,Yakovlev Yak-40,0,21,21,0,Europe
1994-04-06,1994,Qtr 2,April,6,Rwanda,Dassault,Dassault Falcon 509XR NN,0,12,12,0,Africa
1955-04-11,1955,Qtr 2,April,11,Malaysia,Lockheed,Lockheed 749A ConstellationVT DEP,0,19,19,0,Asia
1964-04-17,1964,Qtr 2,April,17,Saudi Arabia,Sud Aviation,Sud Aviation Caravelle 3OD AEM,0,49,49,0,Asia
2009-04-01,2009,Qtr 2,April,1,United Kingdom,Aerospatiale,Eurocopter AS 332L2 Super Puma 2G REDL,0,16,16,0,Europe
1940-04-22,1940,Qtr 2,April,22,United Kingdom,Lockheed,Lockheed 14 Super ElectraG AFKD,0,5,5,0,Europe
1947-04-13,1947,Qtr 2,April,13,Senegal,Avro,Avro 685 York IG AHEZ,0,6,15,9,Africa
1954-04-08,1954,Qtr 2,April,8,Thailand,Canadair,Canadair C 4,1,36,36,0,Asia
1964-04-12,1964,Qtr 2,April,12,Somalia,McDonnell Douglas,Douglas DC-3,0,15,15,0,Africa
1968-04-19,1968,Qtr 2,April,19,South Africa,Bell,Bell UH-1H,0,26,26,0,Africa
2002-04-15,2002,Qtr 2,April,15,South Africa,Boeing,Boeing 767,0,128,166,38,Africa
1969-04-02,1969,Qtr 2,April,2,South Africa,Boeing Vertol,Boeing Vertol CH47C (helicopter)67 18523,0,24,78,54,Africa
1967-04-08,1967,Qtr 2,April,8,South Africa,Curtiss,Curtiss C-46 Commando,44,15,15,0,Africa
1988-04-12,1988,Qtr 2,April,12,South Africa,McDonnell Douglas,Douglas DC 3CZS,0,24,24,0,Africa
1975-04-04,1975,Qtr 2,April,4,South Africa,Lockheed,Lockheed C 5A Galaxy68,0,155,330,175,Africa
1968-04-20,1968,Qtr 2,April,20,Namibia,Boeing,Boeing 707,0,123,128,5,Africa
1925-04-25,1925,Qtr 2,April,25,Spain,Breguet,Breguet 14F AFBB,0,3,3,0,Europe
1958-04-14,1958,Qtr 2,April,14,Spain,De Havilland,De Havilland DH.114 Heron,0,16,16,0,Europe
1959-04-29,1959,Qtr 2,April,29,Spain,McDonnell Douglas,Douglas DC-3,0,28,28,0,Europe
1928-04-19,1928,Qtr 2,April,19,Spain,Rohrbach,Rohrbach RolandM CCCC,0,9,9,0,Europe
2002-04-12,2002,Qtr 2,April,12,Spain,Swearingen,Swearingen SA.227AC Metro IIIEC GKR,0,2,2,0,Europe
1995-04-29,1995,Qtr 2,April,29,Sri Lanka,Hawker Siddeley,Hawker Siddeley HS 748,0,52,52,0,Asia
2001-04-04,2001,Qtr 2,April,4,Sudan,Antonov,Antonov An-24,0,14,30,16,Africa
1983-04-16,1983,Qtr 2,April,16,Sudan,Hawker Siddeley,Hawker Siddeley HS 748,9,8,9,1,Africa
2008-04-03,2008,Qtr 2,April,3,Suriname,Antonov,Antonov An 28PZ,0,19,19,0,South America
1936-04-30,1936,Qtr 2,April,30,Switzerland,General Aviation,General Aviation GA 43HB,0,2,2,0,Europe
1936-04-17,1936,Qtr 2,April,17,Switzerland,Junkers,Junkers JU 52D,0,3,5,2,Europe
1965-04-10,1965,Qtr 2,April,10,Sweden,Handley Page,Handley Page Dart Herald 207JY ACQ,0,54,54,0,Europe
1992-04-10,1992,Qtr 2,April,10,Taiwan,Britten-Norman,Britten-Norman BN-2,0,7,10,3,Asia
1996-04-05,1996,Qtr 2,April,5,Taiwan,Dornier,Dornier 228 212B,0,6,17,11,Asia
1993-04-01,1993,Qtr 2,April,1,Colombia,Fairchild,Fairchild SA227 TTN500AK,0,4,4,0,South America
2016-04-04,2016,Qtr 2,April,4,United States,Bell,Bell 206LN16760,0,5,5,0,North America
1974-04-30,1974,Qtr 2,April,30,United States,Beechcraft,Beechcraft 99N853SA,0,6,12,6,North America
1978-04-04,1978,Qtr 2,April,4,United States,Bell,Bell 212N140AL,0,3,6,3,North America
1945-04-20,1945,Qtr 2,April,20,United States,McDonnell Douglas,Douglas DC-3,0,25,25,0,North America
1985-04-15,1985,Qtr 2,April,15,Thailand,Boeing,Boeing 737,0,11,11,0,Asia
1980-04-27,1980,Qtr 2,April,27,Thailand,Hawker Siddeley,Hawker Siddeley HS 748,0,44,53,9,Asia
1936-04-11,1936,Qtr 2,April,11,Malawi,Sikorsky,Sikorsky S 42A  Flying BoatNC1537,0,3,25,22,Africa
1959-04-23,1959,Qtr 2,April,23,Turkey,Avro,Avro 688 Super TraderG AGRH,0,12,12,0,Asia
1999-04-07,1999,Qtr 2,April,7,Turkey,Boeing,Boeing 737 4Q8TC,0,6,6,0,Asia
1954-04-03,1954,Qtr 2,April,3,Turkey,McDonnell Douglas,Douglas DC-3,0,25,25,0,Asia
1982-04-13,1982,Qtr 2,April,13,Turkey,Lockheed,Lockheed C 130H74,0,27,27,0,Asia
1970-04-04,1970,Qtr 2,April,4,Ukraine,Ilyushin,Ilyushin Il-14,0,7,35,28,Europe
1974-04-27,1974,Qtr 2,April,27,Slovakia,Ilyushin,Ilyushin Il-18,0,109,109,0,Europe
1988-04-19,1988,Qtr 2,April,19,Nepal,Let,Let 410UVP TuroletCCCP67518,0,17,17,0,Asia
1947-04-08,1947,Qtr 2,April,8,Venezuela,McDonnell Douglas,Douglas DC-3,0,27,27,0,South America
1960-04-28,1960,Qtr 2,April,28,Venezuela,McDonnell Douglas,Douglas DC-3,0,13,13,0,South America
1993-04-02,1993,Qtr 2,April,2,Venezuela,McDonnell Douglas,McDonnell Douglas DC-9,0,11,11,0,South America
1954-04-04,1954,Qtr 2,April,4,Cameroon,McDonnell Douglas,Douglas C 54AF,0,4,4,0,Africa
1953-04-16,1953,Qtr 2,April,16,San Marino,McDonnell Douglas,Douglas DC-3,0,30,30,0,Europe
2001-04-07,2001,Qtr 2,April,7,Cyprus,Mil,Mil Mi 18 HelicopterVN,0,16,16,0,Asia
1976-04-27,1976,Qtr 2,April,27,South Africa,Boeing,Boeing 727,0,37,88,51,Africa
1978-04-05,1978,Qtr 2,April,5,Norway,Grumman,Grumman G 21N877A,0,2,9,7,Europe
1956-04-02,1956,Qtr 2,April,2,United States,Boeing,Boeing 377 Stratocruiser 10 30N74608,0,5,38,33,North America
1953-04-14,1953,Qtr 2,April,14,United States,McDonnell Douglas,Douglas DC-3,0,7,25,18,North America
1965-04-23,1965,Qtr 2,April,23,United States,McDonnell Douglas,Douglas DC 6AN6541C,0,5,5,0,North America
1951-04-08,1951,Qtr 2,April,8,Greece,McDonnell Douglas,Douglas DC-3,0,21,21,0,Europe
1945-04-14,1945,Qtr 2,April,14,Mauritania,McDonnell Douglas,Douglas DC 3NC25692,0,20,20,0,Africa
1968-04-30,1968,Qtr 2,April,30,Unknown,Lockheed,Lockheed Martin L 100,0,22,22,0,Unknown
1928-04-17,1928,Qtr 2,April,17,Singapore,Boeing,"Boeing 40NC282
NC282",0,1,2,1,Asia
1996-04-11,1996,Qtr 2,April,11,Brazil,Cessna,Cessna 177BN35207,0,3,3,0,South America
1944-04-17,1944,Qtr 2,April,17,Serbia,Junkers,Junkers Ju 52,0,5,7,2,Europe
1969-04-16,1969,Qtr 2,April,16,Hungary,Curtiss,Curtiss C 469T,0,45,45,0,Europe
1990-04-20,1990,Qtr 2,April,20,Croatia,Lockheed,Lockheed C 130H9T,0,20,24,4,Europe
1958-08-14,1958,Qtr 3,August,14,Samoa,Lockheed,Lockheed 1049H Super ConstellationPH LKM,0,99,99,0,Oceania
1990-08-10,1990,Qtr 3,August,10,Afghanistan,Antonov,Antonov An-12,0,83,83,0,Asia
2011-08-06,2011,Qtr 3,August,6,Afghanistan,Boeing,Boeing CH 47 Chinook?,0,38,38,0,Asia
2013-08-14,2013,Qtr 3,August,14,United States,Airbus,Airbus A300F 622RN155UP,0,2,2,0,North America
2016-08-31,2016,Qtr 3,August,31,Cambodia,Cessna,Cessna 208 Grand Caravan	N752RV,0,5,5,0,Asia
1991-08-20,1991,Qtr 3,August,20,United States,Britten-Norman,Britten-Norman,0,4,4,0,North America
1994-08-07,1994,Qtr 3,August,7,United States,De Havilland,de Havilland DHC 2N126UA,0,6,7,1,North America
1994-08-11,1994,Qtr 3,August,11,United States,De Havilland,de Havilland DHC 2N17394,0,3,3,0,North America
2004-08-27,2004,Qtr 3,August,27,United States,De Havilland,de Havilland DHC 3 OtterN197TT,0,1,3,2,North America
2010-08-09,2010,Qtr 3,August,9,United States,De Havilland,de Havilland Canada DH 3T OtterN455A,0,5,9,4,North America
2007-08-16,2007,Qtr 3,August,16,United States,De Havilland,de Havilland Canada DHC 2 BeaverN345KA,0,6,10,4,North America
2010-08-21,2010,Qtr 3,August,21,United States,De Havilland,de Havilland Canada DHC 2 BeaverN9313Z,0,4,4,0,North America
1954-08-08,1954,Qtr 3,August,8,United States,McDonnell Douglas,Douglas DC 2N91008,0,2,2,0,North America
1956-08-29,1956,Qtr 3,August,29,United States,McDonnell Douglas,Douglas DC 6BCF,0,15,22,7,North America
2010-08-01,2010,Qtr 3,August,1,United States,Fairchild,Fairchild C 123KN709RR,0,3,3,0,North America
1975-08-30,1975,Qtr 3,August,30,United States,Fairchild,Fairchild F 27BN4904,0,10,32,22,North America
1966-08-21,1966,Qtr 3,August,21,United States,Grumman,Grumman G 21 GooseN88820,0,9,9,0,North America
2003-08-17,2003,Qtr 3,August,17,United States,Reims Aviation,Reims Aviation 406N6591L,0,2,2,0,North America
2014-08-30,2014,Qtr 3,August,30,Algeria,Antonov,Antonov An-12,0,7,7,0,Africa
1942-08-13,1942,Qtr 3,August,13,Algeria,Liore et Olivier,Liore et Olivier H 246 Air BoatF,0,4,10,6,Africa
1998-08-11,1998,Qtr 3,August,11,Angola,Antonov,Antonov An 12BPD2,0,1,13,12,Africa
1992-08-31,1992,Qtr 3,August,31,Angola,McDonnell Douglas,Douglas DC-3,0,3,17,14,Africa
1947-08-02,1947,Qtr 3,August,2,Argentina,Avro,Avro 691 Lancastrian 3G AGWH,0,11,11,0,South America
1999-08-31,1999,Qtr 3,August,31,Argentina,Boeing,Boeing 737,2,63,103,40,South America
1966-08-17,1966,Qtr 3,August,17,Argentina,Curtiss,Curtiss C-46,0,1,16,15,South America
1937-08-23,1937,Qtr 3,August,23,Argentina,McDonnell Douglas,Douglas DC 2NC14298,0,3,3,0,South America
2001-08-10,2001,Qtr 3,August,10,United States,Aerospatiale,Aerospatiale AS350 Eurocopter  helicoperN169PA,0,6,7,1,North America
1983-08-17,1983,Qtr 3,August,17,United States,Piper,Piper PA-31 Navajo,0,10,10,0,North America
1992-08-25,1992,Qtr 3,August,25,United States,Swearingen,Swearingen SA 227AC Metro IIIN342AE,0,3,3,0,North America
1986-08-28,1986,Qtr 3,August,28,Denmark,Howard,Howard 250N252K,0,2,2,0,Europe
1951-08-08,1951,Qtr 3,August,8,Australia,Unknown,Unknown,0,2,2,0,Oceania
1938-08-29,1938,Qtr 3,August,29,Australia,De Havilland,De Havilland DH 84VH,0,5,9,4,Oceania
1943-08-07,1943,Qtr 3,August,7,Australia,McDonnell Douglas,Douglas DC-3,0,27,27,0,Oceania
1940-08-13,1940,Qtr 3,August,13,Australia,Lockheed,Lockheed Hudson A16 97?,0,10,10,0,Oceania
1941-08-27,1941,Qtr 3,August,27,Jordan,De Havilland,de Havilland DH.80 Puss MothVH UQL,0,3,3,0,Asia
1973-08-18,1973,Qtr 3,August,18,Azerbaijan,Antonov,Antonov AN 24VCCCP,0,56,64,8,Asia
1990-08-01,1990,Qtr 3,August,1,Azerbaijan,Yakovlev,Yakovlev Yak-40,0,47,47,0,Asia
1954-08-09,1954,Qtr 3,August,9,Portugal,Lockheed,Lockheed 749A 79 ConstellationHK,0,30,30,0,Europe
2000-08-23,2000,Qtr 3,August,23,Bahrain,Airbus,Airbus A320 212A4O,0,143,143,0,Asia
1984-08-05,1984,Qtr 3,August,5,Bangladesh,Fokker,Fokker F 27 Friendship 600S2,0,49,49,0,Asia
1928-08-25,1928,Qtr 3,August,25,Spain,Ford,Ford Tri-motor,0,7,7,0,Europe
1948-08-31,1948,Qtr 3,August,31,Belgium,McDonnell Douglas,Douglas DC 3 (Douglas C,0,13,13,0,Europe
1965-08-20,1965,Qtr 3,August,20,Belgium,Vickers,Vickers 804 ViscountSP LVA,0,4,4,0,Europe
1937-08-08,1937,Qtr 3,August,8,Belarus,Sikorsky,Sikorsky S 43NC16930,0,3,11,8,Europe
1992-08-21,1992,Qtr 3,August,21,Bolivia,Convair,Convair CV-440,0,10,10,0,South America
1966-08-03,1966,Qtr 3,August,3,Bolivia,Curtiss,Curtiss C-46,0,3,3,0,South America
1978-08-14,1978,Qtr 3,August,14,Bolivia,Curtiss,Curtiss C 46HK,0,18,18,0,South America
1964-08-22,1964,Qtr 3,August,22,Bolivia,McDonnell Douglas,Douglas DC-3,0,4,4,0,South America
1960-08-01,1960,Qtr 3,August,1,Bolivia,McDonnell Douglas,Douglas DC-3,0,6,6,0,South America
1965-08-12,1965,Qtr 3,August,12,Brazil,Curtiss,Curtiss C 46APP,0,13,13,0,South America
1949-08-02,1949,Qtr 3,August,2,Brazil,Curtiss,Curtiss C-46,0,5,36,31,South America
1955-08-26,1955,Qtr 3,August,26,Brazil,McDonnell Douglas,Douglas DC-3,0,13,13,0,South America
1963-08-04,1963,Qtr 3,August,4,Brazil,McDonnell Douglas,Douglas DC-3,0,10,10,0,South America
1952-08-12,1952,Qtr 3,August,12,Brazil,McDonnell Douglas,Douglas DC-3,0,24,24,0,South America
1949-08-03,1949,Qtr 3,August,3,Brazil,McDonnell Douglas,Douglas DC-3,0,5,30,25,South America
1951-08-17,1951,Qtr 3,August,17,Brazil,McDonnell Douglas,Douglas DC-3,0,10,10,0,South America
2007-08-22,2007,Qtr 3,August,22,Brazil,Embraer,Embraer EMB 110P1 BandeirantPT,0,2,2,0,South America
2002-08-30,2002,Qtr 3,August,30,Brazil,Embraer,Embraer 120ER BrasiliaPT WRQ,0,23,31,8,South America
1938-08-15,1938,Qtr 3,August,15,Brazil,Junkers,Junkers Ju 52,0,9,9,0,South America
1943-08-27,1943,Qtr 3,August,27,Brazil,Junkers,Junkers Ju 52,0,18,21,3,South America
1934-08-05,1934,Qtr 3,August,5,Brazil,Latecoere,Latecoere 26F AILK,0,2,2,0,South America
1941-08-18,1941,Qtr 3,August,18,Brazil,Lockheed,Lockheed 18 LodeStarPP PBD,0,8,14,6,South America
1944-08-30,1944,Qtr 3,August,30,Brazil,Lockheed,Lockheed 18 LodestarPP PBI,0,18,18,0,South America
1962-08-20,1962,Qtr 3,August,20,Brazil,McDonnell Douglas,McDonnell Douglas DC-8,0,15,105,90,South America
2000-08-02,2000,Qtr 3,August,2,Brazil,Sikorsky,Sikorsky S 76PT,0,6,6,0,South America
1939-08-13,1939,Qtr 3,August,13,Brazil,Sikorsky,Sikorsky S43 (flying boat)NC16933,0,14,16,2,South America
1958-08-11,1958,Qtr 3,August,11,Liberia,McDonnell Douglas,Douglas DC-4,0,10,11,1,Africa
1913-08-06,1913,Qtr 3,August,6,Kenya,Curtiss,Curtiss seaplane?,0,1,1,0,Africa
1998-08-04,1998,Qtr 3,August,4,Iceland,De Havilland,de Havilland Dash 2 BeaverC,0,5,5,0,Europe
1996-08-18,1996,Qtr 3,August,18,Netherlands,De Havilland,de Havilland Canada DHC 3 Turbo OtterC,0,3,3,0,Europe
1996-08-14,1996,Qtr 3,August,14,Cambodia,McDonnell Douglas,Douglas DC-4,0,1,3,2,Asia
2008-08-03,2008,Qtr 3,August,3,United Kingdom,Grumman,Grumman G 21A GooseC,0,5,7,2,Europe
1946-08-31,1946,Qtr 3,August,31,Eritrea,Supermarine,Supermarine Stranraer (flying boat)CF BYL,0,7,7,0,Africa
1988-08-02,1988,Qtr 3,August,2,Bulgaria,Yakovlev,Yakovlev YAK 40LZ,0,29,37,8,Europe
1978-08-26,1978,Qtr 3,August,26,Latvia,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,14,14,0,Europe
1972-08-16,1972,Qtr 3,August,16,Colombia,McDonnell Douglas,Douglas DC-3,0,26,31,5,South America
1956-08-08,1956,Qtr 3,August,8,Philippines,McDonnell Douglas,Douglas DC-3,0,12,22,10,Asia
1984-08-24,1984,Qtr 3,August,24,United States,Beechcraft,Beechcraft C99 / Rockwell 112TCN6399U/N112SM,0,17,17,0,North America
1977-08-01,1977,Qtr 3,August,1,United States,Bell,Bell 206B JetRangerN4TV,0,2,2,0,North America
1950-08-05,1950,Qtr 3,August,5,United States,Boeing,Boeing B 29MR46,7,12,20,8,North America
1973-08-28,1973,Qtr 3,August,28,United States,Boeing,Boeing 707,0,1,149,148,North America
1985-08-27,1985,Qtr 3,August,27,United States,Boeing,Boeing KC 135A59,0,7,7,0,North America
1953-08-18,1953,Qtr 3,August,18,United States,Curtiss,Curtiss C 46AXA,0,2,2,0,North America
1951-08-24,1951,Qtr 3,August,24,United States,McDonnell Douglas,Douglas DC 6BN37550,0,50,50,0,North America
1986-08-31,1986,Qtr 3,August,31,United States,McDonnell Douglas,McDonnell Douglas DC-9,15,67,67,0,North America
1968-08-14,1968,Qtr 3,August,14,United States,Sikorsky,Sikorsky S 61L helicopterN300Y,0,21,21,0,North America
2008-08-05,2008,Qtr 3,August,5,United States,Sikorsky,Sikorsky S 61NN612AZ,0,9,13,4,North America
1984-08-30,1984,Qtr 3,August,30,Cameroon,Boeing,Boeing 737,0,2,116,114,Africa
2005-08-02,2005,Qtr 3,August,2,Canada,Airbus,Airbus A 340F,0,0,309,309,North America
1996-08-12,1996,Qtr 3,August,12,Canada,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,2,2,0,North America
1999-08-07,1999,Qtr 3,August,7,France,Dornier,Dornier 228 201D4,0,18,18,0,Europe
2002-08-19,2002,Qtr 3,August,19,South Africa,Mil,Mil Mi 2689RED,0,121,147,26,Africa
1987-08-04,1987,Qtr 3,August,4,Chile,Boeing,Boeing 737,0,2,33,31,South America
2000-08-06,2000,Qtr 3,August,6,Chile,CASA,Casa 212 AB10 Aviocar230,0,14,14,0,South America
1989-08-15,1989,Qtr 3,August,15,China,Antonov,Antonov AN 24RVB,0,34,40,6,Asia
1943-08-11,1943,Qtr 3,August,11,China,McDonnell Douglas,Douglas C 5348,0,3,3,0,Asia
1938-08-24,1938,Qtr 3,August,24,China,McDonnell Douglas,Douglas DC 232,0,14,17,3,Asia
2010-08-24,2010,Qtr 3,August,24,China,Embraer,Embraer ERJ 190,0,44,96,52,Asia
1999-08-22,1999,Qtr 3,August,22,China,McDonnell Douglas,McDonnell Douglas MD 11B,0,3,315,312,Asia
1934-08-10,1934,Qtr 3,August,10,China,Sikorsky,Sikorsky S 38B?,0,0,0,0,Asia
1935-08-13,1935,Qtr 3,August,13,China,Sikorsky,Sikorsky S 38BNV40V,0,0,0,0,Asia
2010-08-16,2010,Qtr 3,August,16,Colombia,Boeing,Boeing 737,0,2,131,129,South America
1974-08-12,1974,Qtr 3,August,12,Colombia,McDonnell Douglas,Douglas DC-3,0,27,27,0,South America
1949-08-13,1949,Qtr 3,August,13,Colombia,McDonnell Douglas,Douglas DC-3,0,32,32,0,South America
1962-08-23,1962,Qtr 3,August,23,Colombia,McDonnell Douglas,Douglas DC-3,0,20,32,12,South America
1973-08-22,1973,Qtr 3,August,22,Colombia,McDonnell Douglas,Douglas DC-3,0,16,17,1,South America
1995-08-14,1995,Qtr 3,August,14,Colombia,Embraer,Embraer 110P1 BandeiranteHK 2594,0,10,10,0,South America
1936-08-06,1936,Qtr 3,August,6,Colombia,Junkers,Junkers F 13C,0,2,3,1,South America
1973-08-27,1973,Qtr 3,August,27,Colombia,Lockheed,Lockheed L 188A ElectraHK,0,42,42,0,South America
1981-08-27,1981,Qtr 3,August,27,Colombia,Vickers,Vickers Viscount 745DHK 1320,0,50,50,0,South America
1975-08-07,1975,Qtr 3,August,7,United States,Boeing,Boeing 727,0,0,131,131,North America
1950-08-22,1950,Qtr 3,August,22,United States,McDonnell Douglas,Douglas DC 6N90705,0,1,59,58,North America
2009-08-26,2009,Qtr 3,August,26,Congo,Antonov,Antonov An 12BKTN,0,7,7,0,Africa
2000-08-12,2000,Qtr 3,August,12,Congo,Antonov,Antonov AN 26B9Q,0,27,27,0,Africa
2010-08-25,2010,Qtr 3,August,25,Congo,Let,Let 410UVP E9Q,0,19,20,1,Africa
2003-08-04,2003,Qtr 3,August,4,United States,Gates Learjet,Gates Learjet 35AN135PT,0,2,2,0,North America
1991-08-06,1991,Qtr 3,August,6,Greece,Britten-Norman,Britten-Norman,0,6,10,4,Europe
1977-08-20,1977,Qtr 3,August,20,Mauritania,Convair,Convair CV 880N8817E,0,3,3,0,Africa
1944-08-08,1944,Qtr 3,August,8,Cuba,Sikorsky,Sikorsky S 42 (flying boat)NC823M,0,17,31,14,North America
1930-08-22,1930,Qtr 3,August,22,Tanzania,Ford,Ford Tri-motor,0,10,11,1,Africa
2001-08-23,2001,Qtr 3,August,23,Libya,Antonov,Antonov 283C LLA,0,4,11,7,Africa
2006-08-03,2006,Qtr 3,August,3,Bhutan,Antonov,Antonov An-28,0,17,17,0,Asia
2007-08-26,2007,Qtr 3,August,26,Oman,Antonov,Antonov AN 329Q,0,14,15,1,Asia
1957-08-15,1957,Qtr 3,August,15,Denmark,Ilyushin,Ilyushin Il-14,0,23,23,0,Europe
1971-08-28,1971,Qtr 3,August,28,Denmark,Ilyushin,Ilyushin IL 18DHA,0,32,34,2,Europe
1939-08-15,1939,Qtr 3,August,15,Denmark,Lockheed,Lockheed 10 ElectraG ASEY,0,5,6,1,Europe
1972-08-14,1972,Qtr 3,August,14,Hungary,Ilyushin,Ilyushin IL 62DM,0,156,156,0,Europe
2008-08-30,2008,Qtr 3,August,30,Ecuador,Boeing,Boeing 737,0,3,3,0,South America
1949-08-06,1949,Qtr 3,August,6,Ecuador,Bristol,Bristol 170 Freighter 21HC SBU,0,34,34,0,South America
1969-08-25,1969,Qtr 3,August,25,Ecuador,McDonnell Douglas,Douglas C 47BHC,0,1,1,0,South America
1998-08-29,1998,Qtr 3,August,29,Ecuador,Tupolev,Tupolev TU 154MCU,10,70,91,21,South America
1976-08-15,1976,Qtr 3,August,15,Ecuador,Vickers,Vickers Viscount 785DHC ARS,0,59,59,0,South America
