Date,Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Ground,Fatalities (air),Aboard,Survivors,Continent
1955-10-02,1955,Qtr 4,October,2,Peru,McDonnell Douglas,Douglas DC-4,0,19,35,16,South America
1945-10-24,1945,Qtr 4,October,24,Peru,Faucett,Faucett F 19,0,5,5,0,South America
1988-10-25,1988,Qtr 4,October,25,Peru,Fokker,Fokker F-28 Fellowship,0,12,69,57,South America
1984-10-31,1984,Qtr 4,October,31,Philippines,McDonnell Douglas,Douglas DC-3,0,4,4,0,Asia
2009-10-17,2009,Qtr 4,October,17,Philippines,McDonnell Douglas,Douglas DC-3,0,4,4,0,Asia
1965-10-20,1965,Qtr 4,October,20,Philippines,McDonnell Douglas,Douglas DC-3,0,1,37,36,Asia
1974-10-19,1974,Qtr 4,October,19,Philippines,McDonnell Douglas,Douglas DC-3,0,1,8,7,Asia
1962-10-12,1962,Qtr 4,October,12,Philippines,Fokker,Fokker F-27 Friendship,0,3,3,0,Asia
2004-10-16,2004,Qtr 4,October,16,Philippines,Pilatus,Pilatus,0,2,2,0,Asia
1977-10-21,1977,Qtr 4,October,21,Philippines,Sikorsky,Sikorsky CH-53,0,24,37,13,Asia
1958-10-18,1958,Qtr 4,October,18,Austria,Lockheed,Lockheed WV-2 Super Constellation,0,11,29,18,Europe
1942-10-01,1942,Qtr 4,October,1,Puerto Rico,McDonnell Douglas,Douglas DC-2,0,22,22,0,North America
1941-10-03,1941,Qtr 4,October,3,Puerto Rico,Sikorsky,Sikorsky S-42,0,2,15,13,North America
1943-10-19,1943,Qtr 4,October,19,Canada,Consolidated,Consolidated B-24 Liberator,0,24,24,0,North America
2001-10-08,2001,Qtr 4,October,8,Canada,De Havilland,De Havilland Canada DHC-2 Beaver,0,3,7,4,North America
1962-10-10,1962,Qtr 4,October,10,Canada,Vickers,Vickers 757 Viscount,0,2,19,17,North America
1975-10-23,1975,Qtr 4,October,23,Australia,De Havilland,De Havilland DH.114 Heron,0,11,11,0,Oceania
2000-10-25,2000,Qtr 4,October,25,Botswana,Ilyushin,Ilyushin Il-18,0,86,86,0,Africa
1964-10-09,1964,Qtr 4,October,9,Romania,Ilyushin,Ilyushin Il-14,0,32,32,0,Europe
1942-10-22,1942,Qtr 4,October,22,Romania,Junkers,Junkers Ju 52,0,17,17,0,Europe
1988-10-04,1988,Qtr 4,October,4,Russia,Antonov,Antonov An-12,0,6,6,0,Europe
1994-10-29,1994,Qtr 4,October,29,Russia,Antonov,Antonov An-12,0,23,23,0,Europe
1987-10-19,1987,Qtr 4,October,19,Russia,Antonov,Antonov An-12,0,9,9,0,Europe
1973-10-02,1973,Qtr 4,October,2,Russia,Antonov,Antonov An-12,0,10,10,0,Europe
1969-10-13,1969,Qtr 4,October,13,Russia,Antonov,Antonov An-24,0,24,56,32,Europe
1992-10-19,1992,Qtr 4,October,19,Russia,Antonov,Antonov An-28,0,15,16,1,Europe
1994-10-29,1994,Qtr 4,October,29,Russia,Antonov,Antonov An-2,0,7,19,12,Europe
1979-10-27,1979,Qtr 4,October,27,Russia,Antonov,Antonov An-2,0,3,12,9,Europe
2006-10-19,2006,Qtr 4,October,19,Russia,Antonov,Antonov An-2,0,15,15,0,Europe
1992-10-29,1992,Qtr 4,October,29,Russia,Antonov,Antonov An-8,0,13,14,1,Europe
1942-10-22,1942,Qtr 4,October,22,Russia,Unknown,Lisunov Li-2,0,10,12,2,Europe
1957-10-01,1957,Qtr 4,October,1,Russia,Ilyushin,Ilyushin Il-12,0,27,27,0,Europe
1952-10-05,1952,Qtr 4,October,5,Russia,Ilyushin,Ilyushin Il-12,0,21,21,0,Europe
1953-10-27,1953,Qtr 4,October,27,Russia,Ilyushin,Ilyushin Il-12,0,22,32,10,Europe
1963-10-20,1963,Qtr 4,October,20,Russia,Ilyushin,Ilyushin Il-14,0,7,7,0,Europe
1959-10-23,1959,Qtr 4,October,23,Russia,Ilyushin,Ilyushin Il-14,0,28,28,0,Europe
1989-10-18,1989,Qtr 4,October,18,Russia,Ilyushin,Ilyushin Il-76,0,57,57,0,Europe
1989-10-20,1989,Qtr 4,October,20,Russia,Ilyushin,Ilyushin Il-76,0,15,15,0,Europe
1954-10-28,1954,Qtr 4,October,28,Russia,Ilyushin,Ilyushin Il-12,0,16,16,0,Europe
1953-10-31,1953,Qtr 4,October,31,Russia,Lisunov,Lisunov Li-2,0,15,16,1,Europe
1958-10-17,1958,Qtr 4,October,17,Russia,Tupolev,Tupolev Tu-104,0,80,80,0,Europe
1960-10-21,1960,Qtr 4,October,21,Russia,Tupolev,Tupolev Tu-104,0,3,3,0,Europe
1971-10-10,1971,Qtr 4,October,10,Russia,Tupolev,Tupolev Tu-104,0,25,25,0,Europe
1973-10-13,1973,Qtr 4,October,13,Russia,Tupolev,Tupolev Tu-104,0,122,122,0,Europe
1962-10-25,1962,Qtr 4,October,25,Russia,Tupolev,Tupolev Tu-104,0,11,11,0,Europe
1986-10-20,1986,Qtr 4,October,20,Russia,Tupolev,Tupolev Tu-134,0,70,93,23,Europe
1984-10-11,1984,Qtr 4,October,11,Russia,Tupolev,Tupolev Tu-154,4,174,179,5,Europe
2001-10-04,2001,Qtr 4,October,4,Russia,Tupolev,Tupolev Tu-154,0,78,78,0,Europe
1975-10-22,1975,Qtr 4,October,22,Russia,Yakovlev,Yakovlev Yak-40,5,6,6,0,Europe
1978-10-07,1978,Qtr 4,October,7,Russia,Yakovlev,Yakovlev Yak-40,0,38,38,0,Europe
1996-10-26,1996,Qtr 4,October,26,Russia,Yakovlev,Yakovlev Yak-40,0,5,34,29,Europe
1999-10-02,1999,Qtr 4,October,2,Saudi Arabia,Bell,Bell 214,0,12,20,8,Asia
1952-10-08,1952,Qtr 4,October,8,United Kingdom,Avro,Avro Shackleton,0,14,14,0,Europe
1948-10-21,1948,Qtr 4,October,21,United Kingdom,Lockheed,Lockheed Constellation,0,40,40,0,Europe
1978-10-22,1978,Qtr 4,October,22,Malaysia,Britten-Norman,Britten-Norman BN-2A Trislander,0,11,11,0,Asia
1992-10-09,1992,Qtr 4,October,9,Somalia,Antonov,Antonov An-32,0,1,13,12,Africa
1972-10-31,1972,Qtr 4,October,31,South Africa,Boeing,Boeing Vertol CH-47 Chinook,0,22,22,0,Africa
1952-10-16,1952,Qtr 4,October,16,South Africa,Curtiss,Curtiss-Wright C-46,0,25,25,0,Africa
1971-10-23,1971,Qtr 4,October,23,South Africa,McDonnell Douglas,Douglas DC-3,0,22,23,1,Africa
1968-10-21,1968,Qtr 4,October,21,South Africa,McDonnell Douglas,Douglas DC-3,0,23,23,0,Africa
1951-10-15,1951,Qtr 4,October,15,South Africa,McDonnell Douglas,Douglas DC-3,0,17,17,0,Africa
1970-10-06,1970,Qtr 4,October,6,South Africa,McDonnell Douglas,Douglas DC-3,0,3,11,8,Africa
1999-10-25,1999,Qtr 4,October,25,South Africa,Gates Learjet,Learjet 35,0,6,6,0,Africa
1967-10-08,1967,Qtr 4,October,8,South Africa,Lockheed,Lockheed C-130 Hercules,0,23,23,0,Africa
1986-10-19,1986,Qtr 4,October,19,South Africa,Tupolev,Tupolev Tu-134,0,34,44,10,Africa
1928-10-04,1928,Qtr 4,October,4,Spain,Breguet,"Breguet 14F AEEJ
F",0,3,3,0,Europe
1920-10-05,1920,Qtr 4,October,5,Spain,Breguet,Breguet 14,0,2,2,0,Europe
1947-10-16,1947,Qtr 4,October,16,Spain,Bristol,Bristol 170 Freighter,0,41,43,2,Europe
1962-10-12,1962,Qtr 4,October,12,Spain,Convair,Convair CV-440,0,18,18,0,Europe
1957-10-28,1957,Qtr 4,October,28,Spain,McDonnell Douglas,Douglas DC-3,0,21,21,0,Europe
2001-10-10,2001,Qtr 4,October,10,Spain,Swearingen,Swearingen SA226 Merlin,0,10,10,0,Europe
2012-10-07,2012,Qtr 4,October,7,Sudan,Antonov,Antonov An-12,0,15,22,7,Africa
2004-10-05,2004,Qtr 4,October,5,Sudan,Antonov,Antonov An-12,0,4,4,0,Africa
1959-10-06,1959,Qtr 4,October,6,Suriname,Aero Commander,Aero Commander 520,0,2,2,0,South America
1943-10-22,1943,Qtr 4,October,22,Sweden,McDonnell Douglas,Douglas DC-3,0,13,15,2,Europe
1938-10-01,1938,Qtr 4,October,1,Switzerland,Junkers,Junkers Ju 52,0,13,13,0,Europe
2000-10-31,2000,Qtr 4,October,31,Taiwan,Boeing,Boeing 747,0,83,179,96,Asia
1970-10-02,1970,Qtr 4,October,2,Taiwan,Lockheed,Lockheed C-130 Hercules,0,43,43,0,Asia
1997-10-10,1997,Qtr 4,October,10,Taiwan,Lockheed,Lockheed C 130H Hercules1310,0,5,5,0,Asia
2010-10-06,2010,Qtr 4,October,6,Niger,Mil,Mi  8?,0,28,28,0,Africa
1943-10-15,1943,Qtr 4,October,15,United States,McDonnell Douglas,Douglas DC-3,0,15,15,0,North America
2014-10-04,2014,Qtr 4,October,4,United States,Bell,Bell 206,0,2,4,2,North America
1989-10-06,1989,Qtr 4,October,6,United States,Cessna,Cessna 208 Caravan I,0,5,5,0,North America
1947-10-08,1947,Qtr 4,October,8,United States,McDonnell Douglas,Douglas DC-4,0,0,54,54,North America
1986-10-04,1986,Qtr 4,October,4,United States,Lockheed,Lockheed L-100 Hercules,0,3,3,0,North America
1946-10-07,1946,Qtr 4,October,7,Ukraine,Fairey,Fairey Firefly,22,1,1,0,Europe
1981-10-26,1981,Qtr 4,October,26,United States,Lockheed,Lockheed L-749A Constellation,0,5,5,0,North America
1998-10-25,1998,Qtr 4,October,25,Uganda,Britten-Norman,Britten-Norman,0,4,11,7,Africa
2019-10-04,2019,Qtr 4,October,4,Ukraine,Antonov,Antonov An-12,0,5,8,3,Europe
2009-10-21,2009,Qtr 4,October,21,United States,Boeing,Boeing 707,0,6,6,0,North America
1997-10-10,1997,Qtr 4,October,10,Uruguay,McDonnell Douglas,McDonnell Douglas DC-9,0,74,74,0,South America
1948-10-25,1948,Qtr 4,October,25,Argentina,Lisunov,Lisunov Li-2,0,18,18,0,South America
1978-10-23,1978,Qtr 4,October,23,Germany,Antonov,Antonov An-24,0,26,26,0,Europe
1972-10-01,1972,Qtr 4,October,1,Ghana,Ilyushin,Ilyushin Il-18,0,108,108,0,Africa
1972-10-13,1972,Qtr 4,October,13,Uruguay,Ilyushin,Ilyushin Il-62,0,174,174,0,South America
1986-10-14,1986,Qtr 4,October,14,Paraguay,Let,Let L-410 Turbolet,0,14,14,0,South America
1985-10-11,1985,Qtr 4,October,11,Finland,Yakovlev,Yakovlev Yak-40,0,14,14,0,Europe
1989-10-26,1989,Qtr 4,October,26,Tajikistan,Antonov,Antonov An-26,0,36,36,0,Asia
1960-10-15,1960,Qtr 4,October,15,United States,Curtiss,Curtiss C-46,0,2,2,0,North America
1947-10-24,1947,Qtr 4,October,24,United States,McDonnell Douglas,Douglas DC-6,0,53,53,0,North America
1972-10-23,1972,Qtr 4,October,23,Vanuatu,Britten-Norman,Britten-Norman,0,1,8,7,Oceania
2003-10-11,2003,Qtr 4,October,11,Venezuela,Antonov,Antonov An-2,0,1,2,1,South America
1999-10-24,1999,Qtr 4,October,24,Venezuela,IAI,Arava 201,0,6,6,0,South America
1991-10-13,1991,Qtr 4,October,13,Venezuela,Bell,Bell 214ST,0,12,12,0,South America
1998-10-02,1998,Qtr 4,October,2,Venezuela,McDonnell Douglas,Douglas DC-3,0,1,27,26,South America
1958-10-14,1958,Qtr 4,October,14,Venezuela,Lockheed,Lockheed 1049 Super Constellation,0,23,23,0,South America
1935-10-02,1935,Qtr 4,October,2,Australia,De Havilland,De Havilland DH.86,0,5,5,0,Oceania
1965-10-18,1965,Qtr 4,October,18,Albania,Boeing,Boeing 307 Stratoliner,0,13,13,0,Europe
1966-10-04,1966,Qtr 4,October,4,Guatemala,De Havilland,De Havilland Canada C-7 Caribou,0,14,32,18,North America
1953-10-17,1953,Qtr 4,October,17,Myanmar,McDonnell Douglas,Douglas DC-3,0,2,7,5,Asia
2004-10-24,2004,Qtr 4,October,24,United States,Beechcraft,Beechcraft Super King Air,0,10,10,0,North America
1959-10-30,1959,Qtr 4,October,30,United States,McDonnell Douglas,Douglas DC-3,0,26,27,1,North America
1929-10-31,1929,Qtr 4,October,31,United States,Loening,Loening C-2C,0,2,2,0,North America
1992-10-07,1992,Qtr 4,October,7,Sweden,Lockheed,Lockheed C-130 Hercules,0,6,6,0,Europe
1971-10-02,1971,Qtr 4,October,2,Samoa,Vickers,Vickers Vanguard,0,63,63,0,Oceania
1935-10-07,1935,Qtr 4,October,7,Poland,Boeing,Boeing 247D,0,12,12,0,Europe
1935-10-30,1935,Qtr 4,October,30,Unknown,Boeing,Boeing 247,0,4,4,0,Unknown
2003-10-29,2003,Qtr 4,October,29,Switzerland,Cessna,Cessna 208B Caravan I,0,1,1,0,Europe
1949-10-09,1949,Qtr 4,October,9,Estonia,Curtiss,Curtiss C-46,0,4,4,0,Europe
1937-10-17,1937,Qtr 4,October,17,Senegal,McDonnell Douglas,Douglas DC-3,0,19,19,0,Africa
1946-10-17,1946,Qtr 4,October,17,Italy,McDonnell Douglas,Douglas DC-3,0,13,13,0,Europe
1946-10-08,1946,Qtr 4,October,8,Thailand,McDonnell Douglas,Douglas DC-4,0,2,41,39,Asia
1955-10-06,1955,Qtr 4,October,6,Oman,McDonnell Douglas,Douglas DC-4,0,66,66,0,Asia
1981-10-01,1981,Qtr 4,October,1,Sudan,Gates Learjet,Learjet 24,0,3,3,0,Africa
1951-10-22,1951,Qtr 4,October,22,Serbia,McDonnell Douglas,Douglas DC-3,0,12,12,0,Europe
1964-10-19,1964,Qtr 4,October,19,Serbia,Ilyushin,Ilyushin Il-18,0,33,33,0,Europe
1957-09-18,1957,Qtr 3,September,18,San Marino,Convair,Convair CV-440,0,1,35,34,Europe
1991-09-29,1991,Qtr 3,September,29,Luxembourg,Curtiss,Curtiss C-46,0,1,10,9,Europe
1962-09-20,1962,Qtr 3,September,20,United Kingdom,McDonnell Douglas,Douglas DC-3,0,2,10,8,Europe
1995-09-15,1995,Qtr 3,September,15,Namibia,Fokker,Fokker 50,0,34,53,19,Africa
1977-09-27,1977,Qtr 3,September,27,France,McDonnell Douglas,McDonnell Douglas DC-8,0,34,79,45,Europe
1979-09-14,1979,Qtr 3,September,14,Malawi,McDonnell Douglas,McDonnell Douglas DC-9,0,31,31,0,Africa
1989-09-26,1989,Qtr 3,September,26,Nicaragua,Swearingen,Swearingen SA227 Metro III,0,7,7,0,North America
1963-09-04,1963,Qtr 3,September,4,Jordan,Sud Aviation,Sud Aviation Caravelle,0,80,80,0,Asia
1984-09-21,1984,Qtr 3,September,21,Afghanistan,Antonov,Antonov An-12,0,50,50,0,Asia
1980-09-30,1980,Qtr 3,September,30,Afghanistan,Antonov,Antonov An-12,0,45,45,0,Asia
1987-09-13,1987,Qtr 3,September,13,Afghanistan,Antonov,Antonov An-26,0,15,15,0,Asia
1995-09-11,1995,Qtr 3,September,11,Afghanistan,Antonov,Antonov An-26,0,3,51,48,Asia
1985-09-04,1985,Qtr 3,September,4,Afghanistan,Antonov,Antonov An-26,0,52,52,0,Asia
2006-09-02,2006,Qtr 3,September,2,Afghanistan,British Aerospace,British Aerospace Nimrod,0,14,14,0,Asia
1989-09-21,1989,Qtr 3,September,21,Afghanistan,Mil,Mil Mi-17,0,24,24,0,Asia
1997-09-13,1997,Qtr 3,September,13,Mali,Tupolev,Tupolev Tu-154M,0,33,33,0,Africa
1978-09-13,1978,Qtr 3,September,13,Gambia,De Havilland,De Havilland Canada DHC-2 Beaver,0,6,6,0,Africa
1965-09-04,1965,Qtr 3,September,4,United States,Aero Commander,Aero Commander 680,0,4,5,1,North America
1995-09-22,1995,Qtr 3,September,22,United States,Boeing,Boeing 707,0,24,24,0,North America
1971-09-04,1971,Qtr 3,September,4,United States,Boeing,Boeing 727,0,111,111,0,North America
1998-09-09,1998,Qtr 3,September,9,United States,De Havilland,De Havilland Canada DHC-2 Beaver,0,5,5,0,North America
1977-09-06,1977,Qtr 3,September,6,United States,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,13,13,0,North America
2015-09-15,2015,Qtr 3,September,15,United States,De Havilland,De Havilland Canada DHC-3 Otter,0,3,7,4,North America
1946-09-07,1946,Qtr 3,September,7,United States,McDonnell Douglas,Douglas DC-3,0,4,4,0,North America
1959-09-24,1959,Qtr 3,September,24,United States,McDonnell Douglas,Douglas DC-4,0,16,16,0,North America
1977-09-12,1977,Qtr 3,September,12,United States,McDonnell Douglas,Douglas DC-7B,0,4,4,0,North America
1976-09-02,1976,Qtr 3,September,2,United States,Hughes,Hughes 369,0,3,4,1,North America
1973-09-08,1973,Qtr 3,September,8,United States,McDonnell Douglas,McDonnell Douglas DC-8,0,6,6,0,North America
1989-09-20,1989,Qtr 3,September,20,United States,Unknown,Military Aircraft (USAF),0,2,7,5,North America
1990-09-03,1990,Qtr 3,September,3,United States,Piper,Piper PA-31 Navajo,0,3,10,7,North America
1995-09-01,1995,Qtr 3,September,1,United States,Short,Shorts SC.7 Skyvan,0,1,1,0,North America
1978-09-09,1978,Qtr 3,September,9,United States,Soloy,Soloy,0,3,3,0,North America
1930-09-25,1930,Qtr 3,September,25,Canada,Boeing,Boeing 40,0,3,3,0,North America
1955-09-17,1955,Qtr 3,September,17,Canada,Bristol,Bristol 170 Freighter,0,2,6,4,North America
1994-09-18,1994,Qtr 3,September,18,Algeria,BAC,BAC One-Eleven,0,5,39,34,Africa
1942-09-27,1942,Qtr 3,September,27,Algeria,Dewoitine,Dewoitine D.342,0,25,25,0,Africa
2011-09-14,2011,Qtr 3,September,14,Angola,Embraer,Embraer EMB 120 Brasilia,0,30,36,6,Africa
1949-09-27,1949,Qtr 3,September,27,Argentina,McDonnell Douglas,Douglas DC-4,0,5,27,22,South America
1941-09-01,1941,Qtr 3,September,1,Bangladesh,Consolidated,Consolidated Liberator,0,10,10,0,Asia
2003-09-20,2003,Qtr 3,September,20,United States,Aerospatiale,Aérospatiale AS350 Ecureuil,0,7,7,0,North America
1995-09-02,1995,Qtr 3,September,2,United States,Cessna,Cessna 421 Golden Eagle,0,8,8,0,North America
1973-09-27,1973,Qtr 3,September,27,Zambia,Convair,Convair CV-600,0,11,11,0,Africa
2000-09-04,2000,Qtr 3,September,4,Australia,Beechcraft,Beechcraft Super King Air,0,8,8,0,Oceania
1932-09-18,1932,Qtr 3,September,18,Australia,De Havilland,De Havilland DH.80 Puss Moth,0,3,3,0,Oceania
1928-09-04,1928,Qtr 3,September,4,Australia,De Havilland,De Havilland DH.50,0,1,2,1,Oceania
1948-09-02,1948,Qtr 3,September,2,Australia,McDonnell Douglas,Douglas DC-3,0,13,13,0,Oceania
1966-09-22,1966,Qtr 3,September,22,Australia,Vickers,Vickers 832 Viscount,0,24,24,0,Oceania
1976-09-03,1976,Qtr 3,September,3,Portugal,Lockheed,Lockheed C-130 Hercules,0,68,68,0,Europe
1980-09-12,1980,Qtr 3,September,12,Bahamas,McDonnell Douglas,Douglas DC-3,0,34,34,0,North America
1978-09-03,1978,Qtr 3,September,3,Romania,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,11,13,2,Europe
1946-09-17,1946,Qtr 3,September,17,Belgium,McDonnell Douglas,Douglas DC-3,0,1,7,6,Europe
1968-09-28,1968,Qtr 3,September,28,Norway,McDonnell Douglas,Douglas DC-4,1,57,57,0,Europe
1972-09-07,1972,Qtr 3,September,7,Bolivia,Curtiss,Curtiss C-46,0,1,8,7,South America
1951-09-29,1951,Qtr 3,September,29,Bolivia,Curtiss,Curtiss C-46,0,27,27,0,South America
1962-09-10,1962,Qtr 3,September,10,Bolivia,McDonnell Douglas,Douglas DC-3,0,4,4,0,South America
1969-09-26,1969,Qtr 3,September,26,Bolivia,McDonnell Douglas,Douglas DC-6,0,74,74,0,South America
2011-09-06,2011,Qtr 3,September,6,Bolivia,Swearingen,Swearingen SA227 Metroliner,0,8,9,1,South America
2006-09-29,2006,Qtr 3,September,29,Brazil,Boeing,Boeing 737,0,154,161,7,South America
1989-09-03,1989,Qtr 3,September,3,Brazil,Boeing,Boeing 737,0,13,54,41,South America
1958-09-05,1958,Qtr 3,September,5,Brazil,Curtiss,Curtiss C-46,0,14,18,4,South America
1946-09-27,1946,Qtr 3,September,27,Brazil,McDonnell Douglas,Douglas DC-3,0,25,25,0,South America
1973-09-30,1973,Qtr 3,September,30,Brazil,McDonnell Douglas,Douglas DC-3,0,9,9,0,South America
1969-09-14,1969,Qtr 3,September,14,Brazil,McDonnell Douglas,Douglas DC-3,0,20,21,1,South America
1954-09-12,1954,Qtr 3,September,12,Brazil,McDonnell Douglas,Douglas DC-3,0,6,26,20,South America
1951-09-08,1951,Qtr 3,September,8,Brazil,McDonnell Douglas,Douglas DC-3,3,13,13,0,South America
1971-09-28,1971,Qtr 3,September,28,Brazil,McDonnell Douglas,Douglas DC-3,0,32,32,0,South America
2023-09-16,2023,Qtr 3,September,16,Brazil,Embraer,Embraer EMB 110 Bandeirante,0,14,14,0,South America
1999-09-14,1999,Qtr 3,September,14,Brazil,Embraer,Embraer EMB 110 Bandeirante,0,2,2,0,South America
1990-09-20,1990,Qtr 3,September,20,Brazil,Embraer,Embraer EMB 110 Bandeirante,0,12,12,0,South America
1986-09-19,1986,Qtr 3,September,19,Brazil,Embraer,Embraer EMB 120 Brasilia,0,5,5,0,South America
2001-09-15,2001,Qtr 3,September,15,Brazil,Fokker,Fokker 100,0,1,82,81,South America
1982-09-04,1982,Qtr 3,September,4,Brazil,Gates Learjet,Learjet 25,0,10,10,0,South America
1987-09-08,1987,Qtr 3,September,8,Brazil,Hawker Siddeley,Hawker Siddeley HS 125,0,9,9,0,South America
1942-09-28,1942,Qtr 3,September,28,Brazil,Lockheed,Lockheed 18 Lodestar,0,15,15,0,South America
1944-09-21,1944,Qtr 3,September,21,Brazil,Lockheed,Lockheed 18 Lodestar,0,17,17,0,South America
1959-09-23,1959,Qtr 3,September,23,Brazil,Saab,Saab Scandia,0,20,20,0,South America
1964-09-04,1964,Qtr 3,September,4,Brazil,Vickers,Vickers 710 Viscount,0,39,39,0,South America
1983-09-02,1983,Qtr 3,September,2,Thailand,Britten-Norman,Britten-Norman,0,9,9,0,Asia
1995-09-27,1995,Qtr 3,September,27,Unknown,De Havilland,De Havilland Canada DHC-3 Otter,0,8,10,2,Unknown
1979-09-30,1979,Qtr 3,September,30,Honduras,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,2,16,14,North America
1923-09-14,1923,Qtr 3,September,14,Switzerland,De Havilland,De Havilland DH.34,0,5,5,0,Europe
1971-09-17,1971,Qtr 3,September,17,Bulgaria,Antonov,Antonov An-14,0,9,9,0,Europe
1968-09-03,1968,Qtr 3,September,3,Bulgaria,Ilyushin,Ilyushin Il-18,0,47,89,42,Europe
1977-09-08,1977,Qtr 3,September,8,United States,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,19,19,0,North America
1955-09-02,1955,Qtr 3,September,2,Russia,McDonnell Douglas,Douglas DC-3,0,12,12,0,Europe
1935-09-01,1935,Qtr 3,September,1,United States,Boeing,Boeing 247,0,3,3,0,North America
1931-09-16,1931,Qtr 3,September,16,United States,Boeing,Boeing 40,0,4,4,0,North America
1978-09-25,1978,Qtr 3,September,25,United States,Boeing,Boeing 727,7,137,137,0,North America
1979-09-19,1979,Qtr 3,September,19,United States,Boeing,Boeing KC-135,0,5,5,0,North America
1951-09-12,1951,Qtr 3,September,12,United States,Boeing,Boeing 377 Stratocruiser,0,3,3,0,North America
1990-09-24,1990,Qtr 3,September,24,United States,Cessna,Cessna 501 Citation,0,4,4,0,North America
1955-09-08,1955,Qtr 3,September,8,United States,McDonnell Douglas,Douglas DC-3,1,2,33,31,North America
1972-09-24,1972,Qtr 3,September,24,United States,Unknown,North American F-86 Sabre,22,0,1,1,North America
1929-09-17,1929,Qtr 3,September,17,United States,Fairchild,Fairchild 71,0,1,2,1,North America
1929-09-02,1929,Qtr 3,September,2,United States,Lockheed,Lockheed Vega,0,1,2,1,North America
1997-09-03,1997,Qtr 3,September,3,Cambodia,Tupolev,Tupolev Tu-134,0,65,66,1,Asia
1955-09-10,1955,Qtr 3,September,10,Cameroon,Latecoere,Latécoère 631,0,16,16,0,Africa
1990-09-11,1990,Qtr 3,September,11,Canada,Boeing,Boeing 727,0,18,18,0,North America
1979-09-18,1979,Qtr 3,September,18,Canada,Britten-Norman,Britten-Norman BN-2 Islander,0,4,9,5,North America
2003-09-11,2003,Qtr 3,September,11,Canada,Cessna,Cessna 208B Grand Caravan,0,8,8,0,North America
1969-09-17,1969,Qtr 3,September,17,Canada,Convair,Convair CV-640,0,4,15,11,North America
1994-09-17,1994,Qtr 3,September,17,Canada,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,3,4,1,North America
1966-09-16,1966,Qtr 3,September,16,Spain,McDonnell Douglas,Douglas DC-3,0,1,27,26,Europe
1998-09-28,1998,Qtr 3,September,28,Sudan,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,1,22,21,Africa
2011-09-02,2011,Qtr 3,September,2,Chile,CASA,CASA C-212 Aviocar,0,21,21,0,South America
1945-09-28,1945,Qtr 3,September,28,China,Curtiss,Curtiss C-46,0,20,20,0,Asia
1946-09-20,1946,Qtr 3,September,20,China,Curtiss Wright,Curtiss-Wright C-46,0,28,28,0,Asia
1983-09-14,1983,Qtr 3,September,14,China,Hawker Siddeley,Hawker Siddeley Trident,0,11,106,95,Asia
1975-09-30,1975,Qtr 3,September,30,Colombia,Boeing,Boeing 727,0,4,4,0,South America
1995-09-09,1995,Qtr 3,September,9,Colombia,CASA,CASA C-212 Aviocar,0,21,22,1,South America
1992-09-19,1992,Qtr 3,September,19,Colombia,Curtiss,Curtiss C-46,0,11,11,0,South America
1964-09-15,1964,Qtr 3,September,15,Colombia,McDonnell Douglas,Douglas DC-3,0,2,2,0,South America
2000-09-02,2000,Qtr 3,September,2,Colombia,McDonnell Douglas,Douglas DC-3,0,7,7,0,South America
1980-09-10,1980,Qtr 3,September,10,Colombia,McDonnell Douglas,Douglas DC-3,0,3,3,0,South America
1969-09-08,1969,Qtr 3,September,8,Colombia,McDonnell Douglas,Douglas DC-3,0,32,32,0,South America
